"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
3.270924574E0,-1.628057212E-1,1.915361285E-1,9.593565941E0,9.596858822E0
3.281008875E0,-1.831564307E-1,2.992752194E-1,9.981427193E0,9.987592339E0
3.290975025E0,-5.626374111E-2,3.327940404E-1,1.012867069E1,1.013429265E1
3.300990600E0,-8.379705995E-2,4.429273009E-1,9.591172218E0,9.601759790E0
3.310939888E0,-6.464344263E-2,5.734112859E-1,9.338583946E0,9.356395107E0
3.320910532E0,-6.344634295E-2,7.326257229E-1,1.013944435E1,1.016607582E1
3.330875354E0,-5.985504016E-3,7.326257229E-1,9.787496567E0,9.814879791E0
3.340881765E0,2.873042040E-2,6.679822803E-1,9.771934509E0,9.794780744E0
3.350916970E0,-4.788403213E-2,5.267243981E-1,1.000656605E1,1.002053370E1
3.360905073E0,-1.065419763E-1,3.782838583E-1,9.945513725E0,9.953275498E0
3.370905124E0,-1.963245422E-1,4.836287498E-1,1.011909389E1,1.013254664E1
3.381108650E0,-1.197100803E-2,2.908954918E-1,9.611522675E0,9.615931136E0
3.391023913E0,-1.795651317E-1,4.668693244E-1,9.973047256E0,9.985583718E0
3.401131044E0,-1.963245422E-1,3.184288144E-1,1.018493366E1,1.019180131E1
3.410991110E0,-3.315969408E-1,7.637503147E-1,1.043632507E1,1.046948672E1
3.420969143E0,-3.148375154E-1,8.942343593E-1,1.012388229E1,1.016817439E1
3.431816659E0,-2.154781520E-1,6.643909812E-1,9.613917351E0,9.639255834E0
3.442852917E0,-1.879448295E-1,6.260837317E-1,9.794678688E0,9.816467527E0
3.451853046E0,-2.394201756E-1,3.244143426E-1,9.678560257E0,9.686954905E0
3.461345611E0,-2.418143749E-1,4.788403511E-1,9.605537415E0,9.620504732E0
3.471124393E0,-2.154781483E-2,4.082113802E-1,9.548076630E0,9.556823121E0
3.481065284E0,-8.379705995E-2,3.064578176E-1,9.816226959E0,9.821367016E0
3.490958230E0,-2.442085743E-1,3.375824392E-1,9.521739960E0,9.530851567E0
3.501014203E0,-1.005564705E-1,5.458779931E-1,9.469067574E0,9.485322087E0
3.510977189E0,-5.267243832E-2,7.589619160E-1,9.568427086E0,9.598624614E0
3.521119182E0,-5.506663769E-2,9.325415492E-1,9.437943459E0,9.484062568E0
3.530993679E0,-1.173158810E-1,5.315127969E-1,9.743204117E0,9.758396145E0
3.541025427E0,-1.364694983E-1,8.846575022E-1,1.055603504E1,1.059391895E1
3.550949801E0,-1.544260085E-1,9.864110947E-1,1.044709873E1,1.049469991E1
3.560934488E0,-1.903390288E-1,8.511387110E-1,9.841365814E0,9.879936596E0
3.570891832E0,-1.113303825E-1,4.273650050E-1,9.494206429E0,9.504472158E0
3.580899504E0,-8.140286058E-2,3.591302633E-1,9.859322548E0,9.866196941E0
3.590921840E0,-4.788403399E-3,2.166752517E-1,1.032858658E1,1.033086017E1
3.601133008E0,-2.370259613E-1,5.099649429E-1,9.384073257E0,9.400908278E0
3.611004592E0,-1.292868853E-1,7.038952708E-1,9.153033257E0,9.180969526E0
3.620927884E0,-1.089361757E-1,6.009446383E-1,9.637859344E0,9.657190808E0
3.630893030E0,-2.525882721E-1,6.967126727E-1,1.002811337E1,1.005545956E1
3.641267603E0,-2.525882721E-1,5.434837937E-1,1.022443867E1,1.024198816E1
3.651164389E0,-1.101332754E-1,6.739677787E-1,9.633070946E0,9.657246903E0
3.661013782E0,-1.292868853E-1,5.099649429E-1,9.477447510E0,9.492038276E0
3.671011979E0,-9.457096457E-2,5.171475410E-1,9.579200745E0,9.593616219E0
3.681378577E0,-2.466027737E-1,5.817909837E-1,9.841365814E0,9.861631445E0
3.691139876E0,-2.549824715E-1,4.908113480E-1,9.956287384E0,9.971638296E0
3.701014026E0,-1.244984865E-1,3.100491166E-1,9.941922188E0,9.947534726E0
3.710982601E0,-9.217676520E-2,5.650315881E-1,9.876082420E0,9.892661989E0
3.721016888E0,-5.626374111E-2,6.691793799E-1,9.782708168E0,9.805730251E0
3.731022032E0,-2.394201756E-1,6.691793799E-1,1.048780060E1,1.051185447E1
3.740991604E0,-1.747767180E-1,6.033388376E-1,1.035013390E1,1.036917722E1
3.750925390E0,-2.023100406E-1,7.386112213E-1,1.021965027E1,1.024830364E1
3.761259783E0,-1.975216419E-1,7.098808289E-1,1.019690514E1,1.022349353E1
3.771068479E0,-2.142810524E-1,6.739677787E-1,1.022084713E1,1.024528501E1
3.780984327E0,-1.065419763E-1,5.195417404E-1,9.935936928E0,9.950081278E0
3.790957251E0,-5.865794048E-2,5.781996846E-1,9.836577415E0,9.853730810E0
3.800944213E0,-2.513911761E-2,3.974374831E-1,1.030464458E1,1.031233672E1
3.810927694E0,-1.711854190E-1,7.433996201E-1,1.059673691E1,1.062416023E1
3.820895435E0,-9.337386489E-2,4.776432514E-1,9.737217903E0,9.749373018E0
3.830876305E0,-1.819593310E-1,6.153098345E-1,9.877279282E0,9.898098878E0
3.841352740E0,-2.621650994E-1,3.663128614E-1,1.018852520E1,1.019847839E1
3.851144958E0,-2.226607651E-1,5.099649429E-1,1.016218948E1,1.017741309E1
3.861028067E0,-3.064578176E-1,6.536170840E-1,1.008198357E1,1.010779523E1
3.870943121E0,-2.609679997E-1,5.793967843E-1,9.883264542E0,9.903672194E0
3.881053148E0,-1.999158412E-1,4.357447028E-1,1.025556278E1,1.026676228E1
3.891035162E0,-2.346317619E-1,4.620809257E-1,9.805453300E0,9.819138724E0
3.901079669E0,-1.101332754E-1,5.542576909E-1,1.009515190E1,1.011095558E1
3.910978922E0,9.576806799E-3,6.129156351E-1,1.031062984E1,1.032883561E1
3.921231549E0,-9.457096457E-2,6.536170840E-1,1.013345909E1,1.015495702E1
3.931075362E0,-7.422025502E-2,6.452373862E-1,9.542090416E0,9.564169041E0
3.940955769E0,-1.675941199E-1,7.613561153E-1,9.411606789E0,9.443838905E0
3.950908472E0,-5.985504389E-2,6.607996821E-1,1.021246719E1,1.023399849E1
3.960909824E0,-2.394201756E-1,7.003039718E-1,9.617507935E0,9.645942491E0
3.970989500E0,-1.831564307E-1,7.374141216E-1,9.683348656E0,9.713113149E0
3.981020338E0,9.576806799E-3,4.058171809E-1,1.009395409E1,1.010211307E1
3.990953257E0,-1.436521020E-2,3.016694188E-1,1.010233402E1,1.010684736E1
4.000928216E0,-1.065419763E-1,2.082955539E-1,9.581595421E0,9.584451421E0
4.010914196E0,-1.807622313E-1,7.038952708E-1,9.878476143E0,9.905172106E0
4.020898186E0,-8.379706182E-3,1.004367590E0,9.913191795E0,9.963944803E0
4.030909181E0,-1.412578970E-1,6.979097724E-1,9.502586365E0,9.529227643E0
4.040876178E0,-6.703764945E-2,2.681505978E-1,9.673771858E0,9.677719812E0
4.050881177E0,-1.376665980E-1,4.273650050E-1,9.534908295E0,9.545473751E0
4.060868676E0,-2.118868530E-1,8.667010069E-1,9.967061996E0,1.000691718E1
4.070898926E0,-2.430114746E-1,1.215057373E0,1.003290176E1,1.010913136E1
4.080918551E0,-5.386953801E-2,7.493851185E-1,9.537302017E0,9.566849521E0
4.090896363E0,8.020575345E-2,1.400607973E-1,9.340977669E0,9.342371958E0
4.100939269E0,-8.259996027E-2,3.495534360E-1,9.281123161E0,9.288070709E0
4.110896722E0,-1.292868853E-1,5.219359994E-1,9.070432663E0,9.086356860E0
4.120876949E0,-4.548983276E-2,8.619126081E-1,9.607931137E0,9.646621347E0
4.130948062E0,-1.005564705E-1,8.726865053E-1,9.854534149E0,9.893610900E0
4.140937119E0,-2.932897210E-1,5.518634915E-1,8.877699852E0,8.899670041E0
4.150910147E0,-1.436520964E-1,8.271966577E-1,1.010472870E1,1.013954793E1
4.160890661E0,-5.746084079E-2,1.195903778E0,1.023640919E1,1.030619040E1
4.170905918E0,3.711012751E-2,5.231330991E-1,9.512163162E0,9.526609755E0
4.180910047E0,-2.082955539E-1,3.399766386E-1,9.175778389E0,9.184436847E0
4.190904611E0,-8.738835901E-2,1.903390288E-1,9.647436142E0,9.649709311E0
4.200889893E0,-1.604115069E-1,8.463503122E-1,9.831789017E0,9.869453682E0
4.210938034E0,-2.130839527E-1,9.121908545E-1,9.453505516E0,9.499803338E0
4.220992105E0,-1.867477298E-1,9.624691010E-1,9.803058624E0,9.851963250E0
4.231047140E0,7.182604820E-2,7.146692276E-1,9.337387085E0,9.364972432E0
4.241067158E0,-1.795651205E-2,5.662286878E-1,8.872911453E0,8.890978294E0
4.251055667E0,-2.070984542E-1,9.684545994E-1,9.592369080E0,9.643357229E0
4.261088421E0,-2.513911761E-2,8.690952063E-1,9.977835655E0,1.001564590E1
4.271086298E0,-1.592144072E-1,8.331822157E-1,9.502586365E0,9.540371557E0
4.281156737E0,-2.047042400E-1,2.597708702E-1,8.779537201E0,8.785764520E0
4.291183456E0,-1.651999205E-1,5.039794445E-1,9.898826599E0,9.913024480E0
4.301114816E0,-1.687912196E-1,6.560112834E-1,9.844957352E0,9.868233202E0
4.311131996E0,-6.943184882E-2,9.864110947E-1,9.378087997E0,9.430077524E0
4.321060086E0,-3.100491166E-1,9.062053561E-1,9.701305389E0,9.748469873E0
4.330984631E0,-4.094084799E-1,7.984662652E-1,9.773131371E0,9.814237641E0
4.340995403E0,-1.975216419E-1,9.421183467E-1,9.786299706E0,9.833527531E0
4.350972789E0,-1.520318091E-1,1.040280581E0,9.714473724E0,9.771197322E0
4.360934982E0,-3.519476354E-1,1.024718285E0,9.725247383E0,9.785415237E0
4.370994079E0,-1.221042871E-1,8.690952063E-1,9.412803650E0,9.453629382E0
4.381634127E0,5.267243832E-2,9.445125461E-1,9.402029991E0,9.449499790E0
4.391299651E0,-1.999158412E-1,5.566518903E-1,9.427168846E0,9.445704851E0
4.401115913E0,-4.201824069E-1,6.428431273E-1,9.970652580E0,1.000018567E1
4.411174044E0,-2.334346622E-1,4.405331016E-1,1.003050804E1,1.004289066E1
4.421025110E0,-3.519476354E-1,3.423708379E-1,9.981427193E0,9.993496572E0
4.430992143E0,-9.457096457E-2,5.470750928E-1,1.046385860E1,1.047857680E1
4.440944159E0,-2.561795712E-1,1.222239971E0,1.038006115E1,1.045491119E1
4.450910667E0,1.125274822E-1,1.157596469E0,1.009275723E1,1.015954922E1
4.461032421E0,-2.992752194E-2,1.256955862E0,9.812635422E0,9.892858415E0
4.471193798E0,4.070143029E-2,9.600749016E-1,9.751583099E0,9.798814896E0
4.481047487E0,-1.867477298E-1,8.714894056E-1,9.953893661E0,9.993716402E0
4.490960831E0,-4.716577232E-1,5.973533392E-1,9.605537415E0,9.635644298E0
4.501052503E0,-4.644751251E-1,7.996633649E-1,1.008557510E1,1.012788348E1
4.510975339E0,-2.190694511E-1,6.141127348E-1,1.025915432E1,1.027985278E1
4.520982757E0,-4.225766063E-1,6.344634295E-1,1.022204399E1,1.025042917E1
4.530950966E0,-3.327940404E-1,4.501099288E-1,1.018493366E1,1.020030512E1
4.540891571E0,-2.825157940E-1,9.277531505E-1,1.034893703E1,1.039427914E1
4.550905873E0,-3.220201433E-1,9.181763530E-1,1.005564690E1,1.010261250E1
4.560934524E0,-5.351040959E-1,1.072602391E0,1.034654236E1,1.041574534E1
4.570908850E0,-4.357447028E-1,1.203086376E0,1.077630138E1,1.085200266E1
4.580993513E0,-1.771709323E-1,1.120486379E0,1.058117485E1,1.064181096E1
4.590950844E0,-1.987187415E-1,1.037886381E0,1.043991661E1,1.049326242E1
4.600926010E0,-1.209071875E-1,8.020575643E-1,1.053688145E1,1.056805495E1
4.610891593E0,-7.661445439E-2,8.846575022E-1,1.035252857E1,1.039054072E1
4.621038384E0,-3.220201433E-1,8.367735147E-1,9.560047150E0,9.601999187E0
4.631473780E0,-3.591302633E-1,7.841010690E-1,1.005325317E1,1.009017782E1
4.641238478E0,-3.663128614E-1,8.774749041E-1,1.006282997E1,1.010765524E1
4.651097327E0,-2.585737705E-1,8.786720037E-1,9.627084732E0,9.670557653E0
4.660993751E0,-2.753331959E-1,8.595184088E-1,9.961075783E0,1.000188037E1
4.670967963E0,-2.681505978E-1,1.065419793E0,1.050695419E1,1.056423734E1
4.680960069E0,-1.951274425E-1,9.289502501E-1,1.026753426E1,1.031131820E1
4.691094622E0,-3.363853395E-1,1.101332784E0,1.024359226E1,1.030811677E1
4.701045899E0,-1.963245422E-1,8.164227605E-1,1.007120991E1,1.010615448E1
4.710989537E0,-3.579331636E-1,6.799532771E-1,9.852140427E0,9.882060696E0
4.721106356E0,-2.513911724E-1,9.732429981E-1,1.035611916E1,1.040478752E1
4.731224766E0,-2.896983922E-1,8.092401624E-1,9.858125687E0,9.895526103E0
4.741061471E0,-3.447650373E-1,1.291671872E0,1.025915432E1,1.034589419E1
4.750985323E0,-3.004723191E-1,9.636662006E-1,1.034534550E1,1.039447496E1
4.760972249E0,-2.753331959E-1,1.233013868E0,1.021725559E1,1.029506889E1
4.771034212E0,-3.280056417E-1,1.118092179E0,9.847352028E0,9.916050614E0
4.780981694E0,-1.209071875E-1,9.564836025E-1,1.015500641E1,1.020066834E1
4.790953935E0,-2.106897533E-1,9.445125461E-1,1.006163311E1,1.010806386E1
4.800986555E0,-2.106897533E-1,8.403648138E-1,9.763554573E0,9.801918235E0
4.810956365E0,-2.873042040E-2,8.331822157E-1,9.840168953E0,9.875421159E0
4.820977770E0,-2.621650994E-1,8.236053586E-1,9.895236015E0,9.932912570E0
4.830993973E0,-2.154781520E-1,9.193734527E-1,9.526528358E0,9.573213721E0
4.840930074E0,-2.741360962E-1,9.840168953E-1,9.882067680E0,9.934722014E0
4.850977625E0,-4.357447028E-1,1.181538582E0,9.878476143E0,9.958423458E0
4.861018900E0,-2.609679997E-1,1.264138460E0,9.914389610E0,9.998063397E0
4.871089038E0,-9.696517140E-2,1.246181965E0,9.739612579E0,9.819492091E0
4.881128607E0,-4.034229815E-1,1.097741485E0,9.615114212E0,9.685979960E0
4.891024391E0,-1.292868853E-1,1.013944387E0,9.770736694E0,9.824056895E0
4.900991783E0,-8.499415964E-2,1.036689281E0,9.616311073E0,9.672403390E0
4.910988979E0,-2.047042400E-1,8.786720037E-1,9.595960617E0,9.638279332E0
4.920976077E0,-2.394201756E-1,9.349357486E-1,9.771934509E0,9.819477121E0
4.931391626E0,-1.496376097E-1,7.960720658E-1,9.939528465E0,9.972479544E0
4.941206401E0,-2.561795712E-1,1.146822572E0,1.004247856E1,1.011099430E1
4.951061788E0,-7.302315533E-2,9.804255962E-1,1.003170490E1,1.007976537E1
4.961098982E0,-7.781155407E-2,1.137245774E0,9.870096207E0,9.935702377E0
4.971017079E0,-4.094084799E-1,1.005564690E0,9.781511307E0,9.841582144E0
4.981062127E0,-2.035071403E-1,1.064222693E0,1.001973438E1,1.007814776E1
4.990995151E0,-3.184288144E-1,1.080982089E0,9.756371498E0,9.821237396E0
5.000965163E0,-4.309562966E-2,9.995791912E-1,9.846154213E0,9.896856500E0
5.010981669E0,-1.029506698E-1,9.600749016E-1,9.713275909E0,9.761151139E0
5.020965422E0,-2.573766708E-1,7.302315235E-1,9.515754700E0,9.547202121E0
5.031242299E0,-1.544260085E-1,1.053448796E0,1.000297451E1,1.005947816E1
5.041205237E0,-2.896983922E-1,1.279700756E0,9.878476143E0,9.965232064E0
5.051098706E0,-1.005564705E-1,1.151610970E0,9.659406662E0,9.728332668E0
5.061093941E0,-7.661445439E-2,1.155202270E0,1.022802925E1,1.029334467E1
5.071004058E0,-9.935937077E-2,1.274912357E0,9.995792389E0,1.007725852E1
5.080944617E0,-1.101332754E-1,1.028309584E0,9.425971985E0,9.482536464E0
5.090902896E0,-2.669534981E-1,1.185129881E0,1.040400314E1,1.047468751E1
5.100959036E0,-6.105214357E-2,1.155202270E0,1.031541824E1,1.038008060E1
5.111079606E0,-1.580173075E-1,8.499416113E-1,9.769539833E0,9.807715267E0
5.121010891E0,-2.669534981E-1,1.000776291E0,1.058716011E1,1.063770542E1
5.130988033E0,-5.386953801E-2,9.481038451E-1,1.019690514E1,1.024102911E1
5.140953604E0,-1.484405100E-1,1.029506683E0,9.769539833E0,9.824755831E0
5.151029890E0,-4.106055796E-1,1.067813993E0,1.027830791E1,1.034178115E1
5.161013033E0,-3.591302549E-3,1.339555860E0,1.020767879E1,1.029519933E1
5.170975604E0,-1.376665980E-1,1.256955862E0,9.332598686E0,9.417870692E0
5.181035890E0,-8.140286058E-2,1.338358760E0,9.821015358E0,9.912122540E0
5.190953033E0,-2.992752194E-2,1.047463298E0,9.670180321E0,9.726790964E0
5.200927604E0,-8.259996027E-2,1.080982089E0,9.504981041E0,9.566609097E0
5.210889890E0,-2.585737705E-1,1.067813993E0,9.803058624E0,9.864433360E0
5.220966533E0,-2.549824715E-1,8.104372621E-1,9.734824181E0,9.771828204E0
5.230928354E0,-2.525882721E-1,1.041477680E0,9.916783333E0,9.974520954E0
5.240894765E0,-3.268085420E-1,1.194706678E0,9.495404243E0,9.575846157E0
5.250938970E0,8.140286058E-2,1.179144382E0,9.706093788E0,9.777794461E0
5.261057573E0,-9.576806426E-2,1.244984865E0,9.603142738E0,9.683982099E0
5.270985874E0,4.668693244E-2,1.110909581E0,9.908403397E0,9.970594648E0
5.281087525E0,-1.628057212E-1,1.374271750E0,1.029267311E1,1.038529000E1
5.290997350E0,-2.070984542E-1,1.043871999E0,1.005564690E1,1.011180464E1
5.301036263E0,-6.943184882E-2,1.236605167E0,1.010712242E1,1.018272737E1
5.310997219E0,-1.867477298E-1,6.177040339E-1,9.800664902E0,9.821887064E0
5.321064197E0,-4.788403399E-3,1.205480576E0,1.015380955E1,1.022511881E1
5.330978686E0,-3.172317147E-1,9.864110947E-1,9.673771858E0,9.729106062E0
5.341063431E0,4.548983276E-2,1.631648421E0,1.000776291E1,1.014000317E1
5.350989803E0,-8.140286058E-2,1.355118155E0,9.680954933E0,9.775676962E0
5.361068989E0,-3.591302410E-2,8.248024583E-1,8.968679428E0,9.006597555E0
5.370988582E0,1.173158810E-1,7.074866295E-1,9.564835548E0,9.591682825E0
5.381073379E0,-7.062894851E-2,1.262941360E0,1.011430550E1,1.019309497E1
5.391075277E0,5.267243832E-2,1.250970364E0,9.765948296E0,9.845884793E0
5.400987226E0,4.788403213E-2,1.301248670E0,1.005684471E1,1.014079220E1
5.410918701E0,2.154781483E-2,7.194576263E-1,9.651026726E0,9.677830358E0
5.450989958E0,-2.753331885E-2,1.393425345E0,1.033576870E1,1.042930999E1
5.461008067E0,-2.885012925E-1,1.059434295E0,9.945513725E0,1.000594210E1
5.470991621E0,-2.394201700E-3,9.935936928E-1,1.004367638E1,1.009270377E1
5.480972398E0,-2.430114746E-1,1.335964561E0,1.009275723E1,1.018369306E1
5.490940787E0,6.943184882E-2,1.131260276E0,9.969455719E0,1.003367420E1
5.501083481E0,-1.316810958E-2,1.279700756E0,1.063145256E1,1.070820204E1
5.510968328E0,-1.987187415E-1,9.193734527E-1,1.018732834E1,1.023065958E1
5.520999252E0,-2.394201700E-3,8.655039072E-1,9.810241699E0,9.848347320E0
5.530975214E0,-1.592144072E-1,8.307880163E-1,1.041118622E1,1.044549455E1
5.541087195E0,-2.214636505E-1,1.290474772E0,1.008198357E1,1.016664959E1
5.551037185E0,-7.302315533E-2,9.145850539E-1,1.022683239E1,1.026790626E1
5.560956180E0,-1.376665980E-1,7.972691655E-1,1.039083576E1,1.042228660E1
5.570942178E0,-2.035071515E-2,1.265335560E0,1.014662647E1,1.022523921E1
5.581662677E0,-5.746084079E-2,1.155202270E0,9.914389610E0,9.981628894E0
5.591296426E0,-1.280897856E-1,1.329979062E0,1.028549004E1,1.037191191E1
5.601090301E0,-4.429273307E-2,6.141127348E-1,9.554061890E0,9.573880869E0
5.610986738E0,-2.082955539E-1,8.271966577E-1,1.005445004E1,1.009057019E1
5.621050957E0,-2.980781198E-1,1.060631394E0,1.018134308E1,1.024077812E1
5.630954566E0,-5.985504389E-2,1.261744261E0,1.011550236E1,1.019406539E1
5.640946871E0,-2.118868530E-1,1.243787766E0,9.926360130E0,1.000622454E1
5.650934023E0,-1.460463107E-1,1.199495077E0,1.000297451E1,1.007569437E1
5.661058099E0,-7.900865376E-2,1.082179189E0,9.879673004E0,9.939079074E0
5.670994137E0,-5.985504389E-2,1.443703651E0,9.866505623E0,9.971749900E0
5.680964156E0,-3.232172132E-2,1.077390790E0,9.898826599E0,9.957338181E0
5.690969666E0,-1.304839998E-1,1.420958757E0,1.005684471E1,1.015757232E1
5.700956421E0,-5.985504016E-3,8.248024583E-1,9.391256332E0,9.427408468E0
5.710980298E0,-1.053448766E-1,1.203086376E0,9.914389610E0,9.987674190E0
5.720911237E0,-2.142810524E-1,1.259350061E0,9.835380554E0,9.917993224E0
5.731072206E0,1.221042871E-1,1.145625472E0,9.485827446E0,9.555537113E0
5.741045691E0,-3.806780577E-1,1.237802267E0,9.278728485E0,9.368664394E0
5.750962433E0,-1.005564705E-1,8.643068075E-1,9.406818390E0,9.446976769E0
5.760978804E0,-3.100491166E-1,1.277306557E0,9.521739960E0,9.612032790E0
5.771019990E0,-4.058171809E-1,1.241393566E0,9.311050415E0,9.402202157E0
5.780951583E0,-2.968810201E-1,1.133654475E0,9.414001465E0,9.486660866E0
5.790949879E0,-3.375824392E-1,1.267729759E0,9.903614998E0,9.990129662E0
5.800952027E0,-1.197100878E-1,9.385270476E-1,9.032125473E0,9.081544697E0
5.810913101E0,-2.250549644E-1,1.015141487E0,9.199720383E0,9.258294503E0
5.821018138E0,-7.661445439E-2,1.131260276E0,9.435548782E0,9.503430981E0
5.831053157E0,-1.532289088E-1,1.185129881E0,9.203310966E0,9.280568123E0
5.841014166E0,-5.865794048E-2,9.229647517E-1,9.279925346E0,9.325895084E0
5.850965671E0,-1.364694983E-1,1.060631394E0,9.609128952E0,9.668449829E0
5.860984423E0,-3.112462163E-1,1.085770488E0,9.551667213E0,9.618218043E0
5.871070299E0,-2.262520641E-1,1.074996591E0,9.703699112E0,9.765684007E0
5.880971237E0,-3.040636182E-1,1.201889277E0,9.789890289E0,9.868077036E0
5.891029206E0,-2.777273953E-1,9.983820915E-1,9.654618263E0,9.710074825E0
5.900989191E0,-3.351882398E-1,1.285686255E0,9.844957352E0,9.934209861E0
5.911036683E0,-2.908954918E-1,1.131260276E0,9.441534042E0,9.513513288E0
5.921036929E0,-2.178723514E-1,1.148019671E0,9.794678688E0,9.864134434E0
5.930960552E0,-1.999158412E-1,1.278503656E0,9.909601212E0,9.993734743E0
5.940945364E0,-8.259996027E-2,1.017535686E0,9.543288231E0,9.597736811E0
5.951002270E0,-2.825157940E-1,1.225831270E0,9.835380554E0,9.915502414E0
5.961020723E0,-3.615244627E-1,9.648633003E-1,9.684545517E0,9.739203407E0
5.971191949E0,-2.238578647E-1,1.136048675E0,9.910798073E0,9.978208124E0
5.981118562E0,-3.615244627E-1,1.121683478E0,1.002212811E1,1.009118058E1
5.991129869E0,-1.879448295E-1,9.504981041E-1,9.897629738E0,9.944940640E0
6.001096522E0,-2.250549644E-1,1.217451572E0,1.024239445E1,1.031695120E1
6.011000849E0,-2.693476975E-1,1.119289279E0,9.981427193E0,1.004759899E1
6.020990012E0,-1.017535701E-1,1.021126986E0,9.947908401E0,1.000069676E1
6.031326594E0,-9.576806799E-3,1.154005170E0,1.015979481E1,1.022512837E1
6.041219385E0,-6.823474914E-2,1.033097982E0,9.836577415E0,9.890915159E0
6.051118280E0,-8.619125932E-2,1.155202270E0,9.922768593E0,9.990158045E0
6.061009728E0,-2.873041928E-1,1.094150186E0,1.002811337E1,1.009171769E1
6.071035952E0,-1.879448295E-1,1.223437071E0,1.003409958E1,1.011015707E1
6.080952564E0,-5.267243981E-1,1.318008065E0,1.007001209E1,1.016954903E1
6.090932870E0,-3.100491166E-1,1.276109457E0,1.042794514E1,1.051031044E1
6.100927523E0,-2.968810201E-1,1.076193690E0,1.008677197E1,1.014836439E1
6.111032349E0,-1.604115069E-1,9.995791912E-1,1.034534550E1,1.039476137E1
6.121100262E0,-1.903390288E-1,9.265560508E-1,1.033098030E1,1.037419342E1
6.131017219E0,-7.781155407E-2,1.227028370E0,1.029147625E1,1.036465806E1
6.140974697E0,2.992752194E-2,1.134851575E0,1.026035118E1,1.032296421E1
6.151014436E0,-3.351882398E-1,1.104924083E0,9.866505623E0,9.933838210E0
6.160969306E0,-2.082955539E-1,1.193509579E0,1.004128170E1,1.011410848E1
6.170969241E0,-2.250549644E-1,1.375468850E0,1.005445004E1,1.015059258E1
6.180930208E0,-3.615244627E-1,1.304839969E0,1.014662647E1,1.023656857E1
6.190899192E0,-1.807622313E-1,1.401805043E0,1.052131939E1,1.061583224E1
6.200932184E0,-1.604115069E-1,1.219845772E0,1.012148762E1,1.019599270E1
6.210993680E0,1.675941236E-2,1.049857497E0,1.009395409E1,1.014841814E1
6.220955928E0,-1.364694983E-1,1.167173386E0,1.018253994E1,1.025012377E1
6.230983552E0,-1.280897856E-1,9.828197956E-1,1.001015759E1,1.005910516E1
6.241103864E0,-2.968810201E-1,1.142034173E0,9.874884605E0,9.945135814E0
6.251072020E0,-3.591302633E-1,1.029506683E0,9.982624054E0,1.004199390E1
6.261033098E0,-2.729389966E-1,1.168370485E0,1.029865837E1,1.036831469E1
6.271031137E0,-3.711012602E-1,1.193509579E0,9.992200851E0,1.007006748E1
6.281029656E0,-2.621650994E-1,1.278503656E0,1.021366405E1,1.029670994E1
6.290969416E0,-2.394201607E-2,1.189918280E0,1.058356857E1,1.065027711E1
6.300925796E0,-1.747767180E-1,1.223437071E0,1.037048435E1,1.044386379E1
6.310991986E0,-1.376665980E-1,1.119289279E0,9.973047256E0,1.003660461E1
6.320993081E0,-1.879448295E-1,1.137245774E0,1.017056847E1,1.023567849E1
